,Facebook,OP_WithRank,OP_With_OUT_Rank
84081,5.11198778836,6.09076846706,5.01125171625
88526,7.1404530431,7.2761822388,5.00385114985
25974,3.4657359028,2.23684015372,3.13412971794
34510,4.14313472639,4.09328682175,5.22481675164
29850,1.79175946923,1.62011998634,3.04861009966
9917,2.56494935746,1.67764400477,3.03486409242
38824,7.145196135,7.56609344246,4.95712533284
59017,3.82864139649,4.14492327689,5.2038469357
26538,5.7899601709,4.59638819644,3.54483170133
21028,2.3978952728,3.75109853915,4.97176867945
11866,6.56385552653,5.73571426392,4.97306715519
78556,4.07753744391,3.99943435323,4.96210238121
77635,3.89182029811,3.30925220063,4.98638009018
60106,6.52209279817,6.68154621744,5.02562191485
4005,3.73766961828,3.57104650836,3.12937915735
27415,5.93489419562,6.15242530513,5.01972676977
38672,9.02401079378,8.42711426187,5.01457582148
60224,4.49980967033,4.33018091231,4.91677839598
45776,4.47733681448,4.86584289338,3.50847620008
74241,7.34342622915,7.48409315555,4.95196604178
37294,1.38629436112,1.86465378809,2.85550876236
69836,2.83321334406,2.9001128427,4.92479139126
72402,4.70048036579,4.76684546619,3.49923895338
40197,6.05678401323,5.51839828679,4.99049134166
3844,6.385194399,5.70051167186,4.99690469077
36644,4.02535169074,4.79895352325,3.78129846358
55930,3.7135720667,3.72861332845,3.51518193362
71750,2.3978952728,3.33028885576,3.06941196973
50402,2.19722457734,2.72267908407,3.0301218249
46660,4.04305126783,4.45513253533,4.9278524384
68914,5.1416635565,5.7437719489,5.09462814177
28042,2.8903717579,2.93566473562,3.51639025761
57763,1.38629436112,1.62732833775,3.47986762263
79378,3.40119738166,4.02751628132,3.43648377838
65485,7.22402480829,7.32920375242,4.95880082329
86662,2.8903717579,3.15858509245,3.95244323297
44917,1.79175946923,3.27803397009,3.46852171833
38595,5.40717177146,4.96416781734,5.21595192375
86536,4.1743872699,3.77779515911,3.51299704452
72620,1.94591014906,2.34384566248,3.06037170374
1675,4.70953020131,5.47600490463,3.12872261467
77696,5.50125821054,5.23399630979,4.94614958953
15653,5.29831736655,5.01660021688,4.93391309305
59363,2.8903717579,2.64218771565,3.03366905024
31191,4.83628190695,4.59255397757,3.14492241072
28608,8.0394799191,7.90142903476,4.95213250368
24566,2.63905732962,2.99439119511,3.11269441073
36011,6.90173720666,6.49491410701,4.96377176336
21322,5.52545293913,5.4893103474,4.96410842396
58489,2.94443897917,3.29419103763,3.11049776889
28569,8.52793528795,8.25028416522,4.98958647607
32615,2.77258872224,2.27754276057,3.09957203294
58255,2.94443897917,3.4536289445,3.49418403575
37469,4.94164242261,4.34657270796,4.96379939623
30386,3.295836866,3.90478050728,3.51015644669
1555,3.09104245336,3.94258862331,3.10579399353
18265,2.8903717579,3.10209111015,3.07936294579
45744,5.04985600725,5.7326445055,4.96345605086
44821,2.19722457734,3.43477970867,3.09537860973
27373,1.60943791243,2.35612440462,3.50074353124
5064,4.56434819147,4.11686557495,5.03746628161
13993,7.6004023345,7.98633799713,4.94451234014
6845,8.89863879368,8.17073596451,4.99890412298
56303,8.49882553406,8.29969578722,3.51646450773
65029,3.58351893846,3.30566608523,3.13333311136
4819,5.99146454711,4.96409009371,4.9498082318
38683,3.52636052462,3.07282218567,3.50327014848
37133,3.25809653802,2.97717545236,3.49516807147
36576,5.08759633523,5.64892252788,3.53906530117
6343,4.59511985013,4.12084045622,4.96846812078
29914,4.02535169074,3.45820481691,5.00199142756
82718,2.30258509299,2.4160671419,3.42889717546
24821,2.48490664979,2.98491137186,3.48214116837
89187,4.27666611902,4.78648191724,4.90959630798
36691,6.14846829592,6.65414028973,5.0162359112
69652,4.64439089914,4.79748470971,4.00365456353
28245,7.08840877868,6.63269015989,4.94553806515
78412,6.5610306659,6.52058083883,5.00988650068
45152,3.40119738166,3.63971804353,3.1264121724
77197,1.09861228867,1.61221093665,3.49022038382
9054,2.3978952728,1.66079403968,2.85021717983
44049,2.77258872224,2.50835202442,3.10576431089
9607,1.79175946923,1.19607623395,3.09312017436
8064,3.55534806149,3.64333464737,4.96472954685
3046,5.09986642782,6.35426713872,3.21800525374
28820,4.38202663467,3.23105534979,4.9555030622
15145,2.94443897917,2.84781250349,3.50836965261
31382,3.80666248977,3.57352677851,3.56776948951
81531,3.04452243772,3.45283450288,3.55091882598
43315,7.07072410726,6.56661320139,3.49631919655
22099,4.7184988713,3.82008159319,4.99172901239
7785,3.04452243772,4.05643642153,4.9403916378
6115,2.07944154168,2.0818909476,3.48851462083
24072,2.77258872224,2.43335082783,3.10751550293
1286,5.36597601502,7.16108233315,3.53794197627
70303,2.83321334406,2.78737365873,3.4919118257
52340,2.8903717579,2.71787165733,3.07929387455
13318,2.07944154168,2.09656912318,3.01331231837
47852,4.24849524205,4.58449808643,3.14083602791
4136,5.33271879327,5.00542561121,5.03836107025
61476,4.39444915467,5.03333737604,4.95512444306
43485,3.17805383035,2.70264672857,3.09685695398
18221,1.79175946923,2.62505972533,3.12591964628
46959,3.98898404656,4.79921924306,4.94701132259
80460,3.13549421593,3.17231319755,4.93181416993
62553,4.34380542185,3.82657289813,3.12052395559
86778,6.34563636083,6.37796669635,4.92380900593
29169,4.48863636973,3.33424517511,4.99695854296
76600,5.68017260902,5.2918348238,3.40053024782
90750,4.26267987704,5.23570333379,4.90974979627
63267,1.38629436112,1.61161377674,3.09385890491
54727,2.63905732962,2.59314413128,3.04547258199
22859,2.3978952728,1.58227369515,2.86381519328
35144,7.07496319797,6.49235974456,3.11525724894
8241,4.85203026392,4.73730963736,4.98631346386
51873,4.33073334029,3.85254857994,4.94225642777
13259,5.79909265446,4.9220671787,3.52154144555
59621,2.99573227355,2.71621343177,3.11627390944
20790,4.4188406078,4.30990356018,3.96468323809
11147,4.47733681448,3.71369447162,4.94349398481
36811,7.0842264221,7.63165933177,5.21372087629
13359,7.71824095196,6.36157975873,3.56207813488
81838,3.40119738166,3.72143634477,3.10456596136
84473,6.05208916892,6.37814808288,4.95445802144
64933,1.38629436112,1.81440379132,2.86260554131
42565,2.8903717579,3.36811914475,3.48848245997
35496,5.72358510195,5.02666096698,3.49083281466
69409,3.95124371858,4.7217585413,4.99395387349
21893,8.04878828353,7.19437603937,5.01813351149
20689,5.74300318781,5.42570675046,4.97945925809
43592,6.66949808986,6.33904462328,4.93267131101
25965,5.11799381242,4.09454384171,5.08355799563
45441,2.48490664979,2.88080915457,3.44439794684
33999,6.26149168432,6.38094799729,4.96732227285
28422,6.64118216974,6.29918459183,5.01794287267
3107,3.7135720667,4.88504378068,3.0843813849
41378,5.11799381242,4.26706200156,3.41478806585
71294,1.79175946923,3.04649840459,3.5084496135
47037,5.66988092298,6.25254676749,3.79265971498
69816,2.56494935746,2.54508773897,3.02621992336
18251,2.77258872224,2.99395746226,3.04879793395
44977,2.3978952728,2.71503048873,3.0124346419
1586,4.96981329958,5.93799337667,3.53264909498
58729,1.09861228867,2.56764797974,3.10172360276
43136,4.39444915467,4.45061758522,5.23181434408
29097,4.53259949315,3.24552239449,3.4320169148
52250,2.94443897917,2.95953562464,4.94381028834
18003,3.95124371858,3.53180526253,3.14206446296
12735,4.99043258678,4.67079615793,4.88990952473
77706,3.7135720667,2.84759904184,3.25770683191
29754,3.95124371858,3.39068664767,4.9344920291
25813,10.6173438122,8.45711789598,5.11206672477
4909,2.63905732962,2.4231557723,3.0707874343
4462,2.07944154168,1.88377021303,3.08226386646
81856,1.09861228867,2.4760463445,3.07303584268
67339,1.60943791243,2.14078141276,3.09543783663
36895,4.09434456222,5.01446430867,4.99269650039
36796,4.88280192259,5.63625231966,4.9410358965
23542,3.98898404656,2.8168512917,3.51707344149
75920,6.43133108193,6.87990773397,4.95622306164
69726,4.67282883446,4.77711492673,3.11632436579
24934,2.7080502011,3.04125896242,3.09841741643
10976,5.00394630595,4.38597535692,3.49646505648
66721,2.19722457734,3.3934501529,4.85367896742
75926,2.56494935746,3.53737641694,3.10228177464
5043,1.79175946923,2.63054410443,3.99097475442
33544,6.51914728794,6.38885458957,3.56610189956
66499,3.61091791264,3.91622598062,5.21530469069
5565,3.66356164613,3.53861932542,3.50167722295
42072,0.69314718056,3.01337212872,3.09297509069
1657,3.68887945411,4.56931401975,3.01713615148
19277,4.53259949315,5.20239649364,3.4225734774
48295,4.43081679884,4.32018901505,4.93465747772
92432,3.95124371858,5.25353637677,3.96220609744
46279,1.60943791243,2.2832397006,3.09983127674
68153,4.33073334029,3.99570677426,3.15451595421
37199,4.64439089914,4.59925093766,4.92127900922
49726,4.35670882669,3.62510685935,3.54772258423
5255,2.19722457734,2.7788564593,3.46109279421
40893,3.61091791264,2.91997342255,3.10591608667
31762,2.8903717579,2.33831388554,3.65774057256
36959,5.52545293913,5.41082718453,4.94616999107
78620,1.38629436112,2.5003644607,3.09731016696
9628,3.82864139649,2.58354042642,4.95076496904
52289,6.4723462945,6.47321705677,4.95902219935
66265,4.78749174278,4.74612001672,4.94926106879
17125,7.20042489294,6.924461943,5.21638651372
16403,5.91620206261,5.34340970764,4.04918593505
29133,2.94443897917,1.83925766454,3.15423137464
53895,7.24992553672,7.12975775131,5.02566638587
20558,2.83321334406,3.00153277968,3.4769233391
69099,4.20469261939,4.7765378271,3.53794464519
21281,1.09861228867,3.18407971463,3.48817780226
16518,3.43398720449,3.65630903443,4.93663161995
43366,6.89669433162,6.59084353402,4.92977666358
17985,3.25809653802,2.80898429837,3.09514330433
68803,6.4441312567,6.64089528494,5.01367535477
45686,5.14749447681,5.89041477877,4.985950345
54278,7.47873482557,7.50220046475,5.0088135886
66806,5.23644196283,4.98260561227,3.64000379585
57990,3.80666248977,3.54572612984,3.95973041999
82003,5.06259503303,5.24337498014,3.2246305846
16968,5.22035582508,5.1334909671,4.96416231816
8467,1.60943791243,2.34635271884,3.10618739879
82884,1.94591014906,2.18409689354,3.48963149066
16126,6.80461452006,6.47009517619,5.21648181958
62780,3.52636052462,2.92317238657,3.52011776521
49274,2.07944154168,1.6117809882,3.45438640371
2352,3.4657359028,4.97549707593,3.04631272117
34862,4.5747109785,4.23873237231,4.94300765988
51686,1.60943791243,1.61157190618,2.85956364635
6282,1.79175946923,1.80080552184,2.86720621384
1664,7.73630709655,8.2090477759,3.51374940161
89910,5.72684774759,6.50643801388,5.21403694387
29909,2.63905732962,2.07533793028,3.12425028502
24583,5.53733426702,5.28384594041,3.15809837945
91803,4.12713438505,6.59589324656,4.99157762027
39767,4.64439089914,4.57732002878,4.9288836923
35454,4.1743872699,3.43888922188,3.19432962473
58683,8.98694678941,8.20711434745,3.47694050125
2933,2.3978952728,4.38590643053,3.04580783478
81530,3.33220451018,3.5947994904,3.4973799937
54079,8.35514473946,8.16835001371,5.06679400434
60371,1.09861228867,1.8841628465,3.10659191776
16651,5.42934562895,5.2541038029,4.99056461248
4035,6.9314718056,6.25479224205,4.94246603009
29577,1.79175946923,1.50154059022,3.01992274014
66588,4.8751973232,4.93627532016,4.94915471803
43998,2.48490664979,2.28117996195,3.11121742863
78643,5.1416635565,4.77078996235,3.47935401573
31541,4.63472898823,4.23103193585,4.96128785644
3426,4.70953020131,5.19496633875,4.90865239035
30848,1.60943791243,2.68072502768,2.85906565735
53101,7.08086789669,7.30463345935,5.09799504924
43591,3.40119738166,2.89682800388,3.4951360636
1458,1.60943791243,2.75824567384,3.11506471647
55210,3.17805383035,3.55468288921,3.18044329846
736,3.33220451018,8.29933161353,3.54389019619
73107,4.82028156561,5.06181057663,5.10585136841
50812,3.97029191355,3.49457111259,3.26836735019
51467,1.94591014906,1.59674462777,3.52863128399
41078,4.06044301055,3.32191303557,3.14262732666
68393,3.68887945411,3.60300554341,4.92722745932
35690,3.76120011569,3.14104821201,3.49414283843
66816,6.19847871649,6.39967717476,3.52552018831
23513,3.63758615973,2.77742603246,5.03261214789
3726,2.48490664979,2.95095049318,3.50780397307
55756,6.0161571597,6.31855088556,3.52933608833
73947,3.7135720667,3.80572649652,3.11380033339
68131,2.07944154168,2.21272459746,3.05534480275
11918,1.60943791243,1.72076531569,3.13767837777
69162,7.48997089883,7.91656580024,5.06478776051
72903,2.63905732962,2.81274457224,3.51467544325
4622,7.65539064483,6.11704060206,4.94147853888
25247,4.63472898823,4.22143551771,4.94179805219
44921,2.19722457734,2.76771837689,3.49053125951
27143,2.30258509299,2.74141135868,4.99190478267
63274,3.97029191355,3.6240125293,5.08492890606
57133,6.51323011091,6.01773130318,3.61566838729
44587,6.19847871649,6.83420805117,3.54469395145
21646,5.07517381523,4.85409626622,3.11758026087
71877,4.7621739348,5.13731255772,3.48741060309
46194,4.20469261939,4.26008381821,3.50428158439
80963,5.45103845357,5.33431022808,5.00155708809
53363,5.77144112313,5.87741804134,3.7738946617
58350,2.07944154168,2.73747394916,3.09034471573
26483,3.4657359028,2.20115866317,3.1897481626
89420,5.28320372874,6.02391826967,5.03147037157
17047,4.00733318523,4.17832448022,4.94497230786
16437,4.04305126783,3.77900236312,4.93824646781
34296,1.79175946923,2.32130110082,3.50445092448
30742,5.04342511692,5.48941105271,3.56736940782
39039,8.0949887593,7.99642415472,5.10536783479
64131,1.38629436112,2.86122854237,3.07488537157
29403,5.87493073085,4.68389074925,4.92953780192
66441,4.82028156561,4.80732477099,5.03752131255
4222,4.7621739348,4.39698150577,3.10164618071
87398,5.54517744448,6.02055794846,4.97459822536
57259,2.63905732962,2.24307522026,3.49502756195
54234,1.94591014906,2.10809873359,3.03853053515
31948,2.99573227355,2.46687943423,4.943171474
43606,4.85981240436,4.62543685904,4.95076161136
22071,3.78418963392,3.00491112353,4.95210048641
58194,6.51767127291,6.63506410394,4.95073433018
7535,6.05443934627,5.76599675276,3.07080835332
79552,1.09861228867,2.83983858998,3.10069095348
80944,2.19722457734,2.11903075503,3.02064520348
41149,2.56494935746,2.33542884833,3.03644472754
63758,5.22574667371,5.49742531515,5.08962552178
36587,5.66988092298,6.31089246367,4.9392952436
41109,4.34380542185,3.77386097624,5.00322733374
1306,3.295836866,5.11072927417,3.57653098085
12946,8.48694014825,7.72951947267,4.93306171901
12026,4.11087386417,3.17258417292,3.12176256166
65847,4.82028156561,4.33304305978,5.22089414215
88478,6.13772705409,6.56560809566,5.06040923644
58043,6.0185932145,5.79710411811,3.66397577405
11873,1.38629436112,1.67380873387,3.10620190606
54232,2.48490664979,2.44867107055,3.50644392407
32654,3.13549421593,2.59871706514,3.1091545727
7816,4.89783979995,5.19906904441,4.98099269411
63359,2.48490664979,2.05003041939,3.08515243416
22643,5.50533153593,4.02415946698,3.49980094648
83303,5.73979291218,6.12191113006,5.01134474859
59497,1.09861228867,1.62236735423,3.47402698281
88896,5.32300997914,5.78856421812,4.94980621385
36654,3.63758615973,4.44392943629,4.94969115747
22161,6.46614472424,5.25837213424,5.0240013248
863,3.40119738166,6.39524517164,3.13736683259
35441,1.09861228867,1.60775456197,3.10096457353
46762,2.63905732962,2.95450171976,3.49361311212
8287,4.34380542185,4.25467125082,5.06075255829
26955,1.94591014906,1.57876274344,2.86005711331
37192,5.72358510195,5.67192417805,4.942121322
21750,3.63758615973,3.61423870323,3.50883383701
1680,2.30258509299,3.17922911996,3.11985546206
10623,6.56807791141,5.9627130877,4.96181943953
69263,2.48490664979,3.20879518046,3.10904349503
52812,2.8903717579,3.86181177146,3.50762437692
27927,7.2841348062,7.34049480174,4.97290836755
51570,5.03695260241,4.73654079143,4.94766932894
39153,3.04452243772,3.60751073821,4.95043143519
31032,8.12710918535,7.9157304557,5.06136006252
73220,1.09861228867,1.79341602651,3.5002107861
24052,5.598421959,4.79663750454,4.95384927895
74811,4.2341065046,4.50452029183,4.93702232033
35695,2.3978952728,2.01970262286,3.08360465325
32879,4.80402104473,4.50057795058,3.79333677268
14477,4.92725368516,4.59076262765,3.45274130284
77520,3.89182029811,3.13844659948,3.55003856722
74822,5.57594910315,5.84720884351,4.94459065556
10579,2.30258509299,1.94207673874,3.51241518375
62754,5.82600010738,5.76244966845,4.00914791419
83407,3.76120011569,4.70789162816,4.9185665551
25024,3.73766961828,3.15978233293,5.02224358265
52048,4.09434456222,3.34108756763,3.5177637609
37914,3.43398720449,2.7403623359,3.10904147029
29942,5.2626901889,4.69598623267,4.93264737125
35508,5.11799381242,4.66391011029,4.92149945419
51917,4.53259949315,4.10334890692,4.95062511258
28115,1.79175946923,2.55880333168,3.58704316189
22274,2.8903717579,2.3864969907,3.05600689642
48584,2.19722457734,1.61225783541,3.49321191502
61200,6.86066367145,7.05899038515,4.95603817301
84401,4.70048036579,5.32502011638,4.91386436601
27521,5.68017260902,5.70394094008,4.00506887078
10075,9.48501318983,8.42606203972,5.08961713658
64209,4.31748811354,4.87601973952,2.85337226544
52076,4.92725368516,4.58431281996,3.52169457756
7564,8.03106018024,7.90002872661,4.95053284123
47863,2.48490664979,2.77281871358,3.07580596395
28871,5.11799381242,3.8706391321,3.49537859303
42099,2.7080502011,3.93503485361,3.11518142316
59309,7.17395831976,7.16419859251,3.14307986367
73579,4.65396035016,4.31121022914,3.07700977427
52643,2.48490664979,3.88354242754,4.93744963092
62373,1.79175946923,1.83606419611,3.0182221628
65808,2.7080502011,2.4298197988,3.07814394815
41356,4.51085950652,3.88446270956,3.54799878534
19713,7.67368812927,7.57179725276,4.96203194589
57371,3.63758615973,2.74059330491,3.16703589494
21261,6.5666724298,6.48120872777,5.02704038202
40319,5.70711026475,5.13943380149,4.95791127417
40741,1.94591014906,1.87995160673,2.84717695629
4223,5.69035945432,5.02019663348,3.63255678537
77400,5.44241771052,4.99554348218,4.92507893115
78375,2.30258509299,2.01084812883,3.07665517382
62014,3.4657359028,3.09218268096,3.07464429092
69678,4.58496747867,4.71449793466,3.53933894816
20088,6.0799331951,5.71459605296,3.10938997343
57777,6.12029741895,5.91732192408,3.12803620724
10747,6.2085900261,5.41678508815,4.00179565964
9569,4.60517018599,3.01747131771,3.21580266064
63506,5.37989735354,5.30534217263,4.99727480282
91658,9.18604767941,8.40598942628,5.22588894945
16870,5.03043792139,4.77080418972,3.98606009639
18505,3.40119738166,4.61480193296,4.99039503117
42630,2.94443897917,3.64359512479,4.96787941957
59128,3.21887582487,3.08687121766,3.09338530382
76607,3.87120101091,4.02678574246,3.5130847532
51021,1.09861228867,1.83516391345,3.0916513559
9791,3.68887945411,2.50796918528,3.1463555452
74170,3.09104245336,3.39415727052,3.49512000027
44738,4.78749174278,5.60634212043,3.27179182441
78479,6.3767269479,6.18789117896,5.10844885761
43853,4.36944785247,4.06591065324,3.50200714104
68367,2.99573227355,2.7218588767,3.11243110551
78633,6.95654544315,6.94182051406,5.02565269214
62738,2.07944154168,1.70785536159,3.08525476397
32212,5.00394630595,4.62242456355,4.96548352018
20415,2.83321334406,2.90800392242,3.13935408647
86189,5.68357976734,4.88473996484,3.20380114774
43132,7.3963352938,6.99841564679,3.98266359362
71436,4.2341065046,4.5650826722,3.25937835052
24959,5.65599181082,5.18790841391,4.92962659811
42593,5.55295958492,5.76845506519,4.95510457778
31405,3.25809653802,2.89432686361,3.12579256104
38029,2.48490664979,2.2491816759,3.51871145791
34127,2.3978952728,2.62014373506,3.53306265309
76680,4.7184988713,4.94076147942,5.0979642246
66215,4.54329478227,4.33359195419,5.0622050972
9321,1.60943791243,1.23060933795,3.99773860196
76731,5.42053499927,5.26182124039,4.95513187157
9924,4.33073334029,2.93117257543,3.14209470711
4891,7.71646080018,6.37581502763,4.94974115623
44980,4.36944785247,4.73201513922,3.11403135736
37868,2.19722457734,1.8753136025,4.90959376203
58366,2.8903717579,3.23919423616,3.13373108917
76646,2.30258509299,2.98758107328,4.91917903086
54850,3.73766961828,3.28106195103,3.14039406941
2303,3.89182029811,4.7323180688,3.28126118163
7655,0.69314718056,2.90648738016,3.99578396163
70109,3.295836866,3.20923783606,4.95145790787
32908,6.29894924686,6.13759122539,3.55429143277
4495,3.21887582487,2.6206842214,3.1189294363
45756,4.02535169074,4.22853834598,3.10687835611
10238,9.27640897195,8.17293606072,5.12166976418
9457,5.3375380797,3.85111374125,3.15757830394
36902,3.25809653802,4.07436556677,4.89693899258
20742,1.79175946923,2.80647697441,3.53126845548
70397,3.13549421593,2.86872387992,3.48810912535
93073,4.36944785247,8.41031535425,4.98356868989
37487,6.0799331951,5.66103045019,5.00157864691
38171,4.8751973232,4.14328662625,3.50358161901
83295,4.99721227376,5.29050522442,4.95401768276
54304,5.85793315448,5.22017375215,4.96706007309
52293,6.2822667469,6.25914067808,5.01915550238
86651,4.06044301055,3.60808471049,3.0793491012
38709,3.85014760171,3.33769409426,3.50220457098
12527,3.85014760171,2.89888540514,3.52064692268
35391,2.94443897917,2.34852793691,3.08805783674
84019,3.97029191355,5.53829438782,4.95560419328
51604,5.59098698051,5.10977223817,5.21053126515
6900,6.0112671744,5.45604703987,3.05948415882
85604,4.4188406078,4.42005068634,4.96136804057
44245,5.23110861685,5.38576040587,3.51393504595
15689,2.56494935746,2.55004430293,3.02933320995
60444,4.02535169074,3.87983104845,4.8619274704
23226,2.7080502011,1.76927092785,3.49536278143
2746,1.60943791243,3.88759582239,3.10664297136
71993,2.83321334406,3.24900032076,3.07516357326
84184,4.18965474203,5.10173593312,5.02120909217
46295,5.18738580584,5.34721580518,3.22515819683
29200,8.67539280609,7.89821514851,4.9611048459
68559,4.15888308336,4.28953723076,5.10177787033
54523,3.09104245336,2.71033600816,3.14135928764
29180,4.70953020131,3.3881401579,3.10680518012
89220,7.08338784763,7.0443678444,5.22144414424
63525,2.7080502011,2.4548112959,3.07134894605
52366,2.48490664979,2.53228070798,3.09954824886
76455,3.21887582487,3.39943484288,3.08760318072
